"","date","type","team","opp","location","conf","opp_conf","pts","opp_pts","fga","oreb","to","fta","opp_fga","opp_oreb","opp_to","opp_fta","off_ppp","def_ppp","adj_o","adj_d","tempo","avg_marg","net","quad"
"142",2024-11-06,"nc","Rutgers","Wagner","H","Big Ten","Northeast",75,52,55,4,9,21,63,11,11,11,108.5,75.3,105.4,90.9,69.1,10.9438,345,"Quadrant 4"
"143",2024-11-06,"nc","Creighton","UT Rio Grande Valley","H","Big East","Southland",99,86,55,7,15,29,77,15,10,10,129,112,121.8,111.8,76.8,5.85793,159,"Quadrant 3"
"144",2024-11-06,"nc","LSU","Louisiana Monroe","H","SEC","Sun Belt",95,60,67,14,12,19,62,9,14,13,129.1,81.5,115.6,94.8,73.6,16.399,347,"Quadrant 4"
"145",2024-11-06,"nc","Auburn","Vermont","H","SEC","America East",94,43,64,8,9,11,58,10,16,11,134.8,61.7,131.7,76.5,69.7,21.288,264,"Quadrant 4"
"146",2024-11-06,"nc","Villanova","Columbia","H","Big East","Ivy",80,90,60,13,12,17,54,7,8,26,119,133.9,115.8,130,67.2,-1.53882,127,"Quadrant 3"
"147",2024-11-06,"nc","Arkansas","Lipscomb","H","SEC","Atlantic Sun",76,60,63,6,12,7,58,5,19,9,102.3,80.8,107.4,82.2,74.3,5.87621,70,"Quadrant 2"
"148",2024-11-07,"nc","Stetson","Nebraska Omaha","H","Atlantic Sun","Summit",76,79,61,7,7,18,71,10,5,13,107.2,111.5,97.5,118.5,70.9,-8.63542,254,"Quadrant 4"
"149",2024-11-07,"nc","Saint Mary's","Chattanooga","H","WCC","Southern",86,74,52,13,9,32,53,5,9,17,134.1,115.4,123.2,114.7,64.1,4.32688,201,"Quadrant 4"
"150",2024-11-07,"nc","Iowa","Southern","H","Big Ten","SWAC",89,74,60,5,12,12,65,10,11,15,122.1,101.5,122.9,110.3,72.9,10.591,239,"Quadrant 4"
"151",2024-11-07,"nc","North Florida","Charleston Southern","H","Atlantic Sun","Big South",90,66,63,10,13,18,61,9,15,20,119.2,87.4,109.3,96.3,75.5,8.07365,275,"Quadrant 4"
"152",2024-11-07,"nc","Southern Indiana","Bucknell","H","Ohio Valley","Patriot",69,75,60,9,12,18,57,15,16,34,94.7,103,98.7,116.3,64.8,0.841667,247,"Quadrant 4"
"153",2024-11-07,"nc","UAB","Southern Miss","H","American","Sun Belt",98,84,76,15,10,18,57,9,22,21,122.9,105.3,119.7,107.7,79.8,18.3231,298,"Quadrant 4"
"154",2024-11-07,"nc","USC","Idaho St.","H","Big Ten","Big Sky",75,69,56,9,6,34,45,12,17,30,112.4,103.4,109.2,110.7,66.7,3.57,167,"Quadrant 4"
"155",2024-11-07,"nc","North Dakota St.","Illinois St.","H","Summit","Missouri Valley",68,77,66,8,6,6,59,8,5,14,105,118.9,104.3,110.7,64.8,-3.49097,103,"Quadrant 3"
"156",2024-11-07,"nc","Michigan St.","Niagara","H","Big Ten","Metro Atlantic",96,60,67,16,9,25,53,8,16,18,135.8,84.9,116.3,98.6,70.7,8.1728,296,"Quadrant 4"
"157",2024-11-07,"nc","Wisconsin","Montana St.","H","Big Ten","Big Sky",79,67,53,9,11,21,54,7,14,10,120.9,102.5,119.4,105.6,65.4,6.41818,179,"Quadrant 4"
"158",2024-11-07,"nc","Loyola Chicago","Detroit","H","Atlantic 10","Horizon",87,65,59,15,15,27,59,20,18,29,122,91.2,115.5,104,71.3,11.3492,285,"Quadrant 4"
"159",2024-11-07,"nc","Utah","Central Arkansas","H","Big 12","Atlantic Sun",98,63,65,12,13,23,67,10,14,14,126.8,81.5,119.4,93.1,77.3,20.1743,342,"Quadrant 4"
"160",2024-11-07,"nc","Northern Iowa","Milwaukee","H","Missouri Valley","Horizon",87,68,53,5,13,16,62,14,9,22,127.9,100,126.8,100.8,68,12.4556,130,"Quadrant 3"
"161",2024-11-07,"nc","Florida","Jacksonville","H","SEC","Atlantic Sun",81,60,57,12,10,25,66,18,18,3,120.6,89.4,122.6,96.5,67.2,11.8707,171,"Quadrant 4"
"162",2024-11-07,"nc","Idaho","UC Davis","H","Big Sky","Big West",75,79,53,10,18,25,61,13,12,26,103.3,108.8,109.5,120.7,72.6,3.04542,219,"Quadrant 4"
"163",2024-11-07,"nc","Air Force","Jacksonville St.","H","Mountain West","CUSA",73,67,54,8,9,16,54,12,14,19,114.4,105,103.8,103.9,63.8,-1.85708,153,"Quadrant 3"
"164",2024-11-07,"nc","SMU","Florida A&M","H","ACC","SWAC",102,73,66,12,11,27,61,10,15,26,130.6,93.5,121.4,111.5,78.1,13.5263,343,"Quadrant 4"
"165",2024-11-07,"nc","Wake Forest","North Carolina A&T","H","ACC","CAA",80,64,62,10,19,22,67,6,13,12,99.3,79.4,89.4,86.5,80.6,6.72751,322,"Quadrant 4"
"166",2024-11-07,"nc","Penn","Maryland Eastern Shore","H","Ivy","MEAC",85,84,58,12,7,31,64,17,11,26,123.1,121.7,112.7,130.7,69,5.50417,357,"Quadrant 4"
"167",2024-11-07,"nc","California","Cal Poly","H","ACC","Big West",91,73,65,14,10,28,58,10,18,23,120.4,96.5,110.5,100.9,75.6,5.69262,209,"Quadrant 4"
"168",2024-11-07,"nc","DePaul","Prairie View A&M","H","Big East","SWAC",92,59,61,14,18,27,69,13,13,20,117.7,75.5,104.1,78.9,78.2,17.2449,307,"Quadrant 4"
"169",2024-11-07,"nc","Central Michigan","Stony Brook","H","Mid-American","CAA",72,73,58,13,14,18,58,11,10,25,105.6,107,95.2,113.6,68.2,2.835,339,"Quadrant 4"
"170",2024-11-07,"nc","Delaware","Robert Morris","H","CAA","Horizon",81,77,53,7,15,32,69,14,11,22,106.1,100.9,103.4,110.3,76.3,-1.10875,221,"Quadrant 4"
"171",2024-11-08,"nc","Oregon St.","Weber St.","H","WCC","Big Sky",76,48,59,10,11,11,51,8,15,11,118.3,74.7,104.5,82,64.2,9.42564,272,"Quadrant 4"
"172",2024-11-08,"nc","Clemson","St. Francis PA","H","ACC","Northeast",88,62,56,8,16,17,56,7,16,14,122.5,86.3,111.4,94,71.9,14.4498,320,"Quadrant 4"
"173",2024-11-08,"nc","Queens","Western Carolina","H","Atlantic Sun","Southern",67,54,70,17,14,23,67,12,16,16,85.6,69,81.4,80.3,78.3,5.21863,351,"Quadrant 4"
"174",2024-11-08,"nc","UMass Lowell","Saint Peter's","H","America East","Metro Atlantic",81,74,54,8,9,32,58,13,15,20,116,105.9,115.7,114.1,69.8,5.41125,234,"Quadrant 4"
"175",2024-11-08,"nc","Colorado St.","Tennessee St.","H","Mountain West","Ohio Valley",87,79,63,10,11,35,66,13,21,19,106.3,96.5,98.6,105.7,72.7,2.77806,321,"Quadrant 4"
"176",2024-11-08,"nc","North Carolina Central","Gardner Webb","H","MEAC","Big South",82,88,63,12,10,20,50,8,23,22,112.4,120.6,105.1,127.8,73,-7.60958,226,"Quadrant 4"
"177",2024-11-08,"nc","Texas Tech","Northwestern St.","H","Big 12","Southland",86,65,57,11,9,29,59,14,12,22,126.3,95.4,121.8,102.1,68.1,12.2586,206,"Quadrant 4"
"178",2024-11-08,"nc","Illinois Chicago","Yale","H","Missouri Valley","Ivy",91,79,68,12,9,23,56,6,16,25,118.3,102.7,115.8,100.7,76.9,1.37792,90,"Quadrant 3"
"179",2024-11-08,"nc","Kansas","North Carolina","H","Big 12","ACC",92,89,76,12,4,17,63,10,11,31,118.9,115,126,103.1,77.4,6.52125,43,"Quadrant 2"
"180",2024-11-08,"nc","Temple","Monmouth","N","American","CAA",103,74,65,11,6,32,67,15,11,24,137.7,98.9,128,104.7,74.8,15.0061,277,"Quadrant 4"
"181",2024-11-08,"nc","Navy","Harvard","H","Patriot","Ivy",85,80,66,14,7,26,60,11,19,15,116.1,109.2,110.6,119.7,73.2,1.00126,281,"Quadrant 4"
"182",2024-11-08,"nc","Belmont","Furman","H","Missouri Valley","Southern",74,76,59,4,10,10,59,7,16,5,105.6,108.5,105.4,107.9,70.1,-2.7175,86,"Quadrant 3"
"183",2024-11-08,"nc","East Tennessee St.","Eastern Kentucky","H","Southern","Atlantic Sun",78,82,61,21,12,29,61,13,12,15,117.4,123.4,106.7,127.6,66.4,-10.7823,210,"Quadrant 4"
"184",2024-11-08,"nc","Texas A&M","Texas A&M Commerce","H","SEC","Southland",87,55,61,15,10,24,52,8,18,11,129.2,81.7,123.4,92.2,67.3,21.6844,328,"Quadrant 4"
"185",2024-11-08,"nc","Colorado","Northern Colorado","H","Big 12","Big Sky",90,88,58,11,21,41,74,12,17,17,103.1,100.8,98.2,98.5,69.8,-0.544167,137,"Quadrant 3"
"186",2024-11-08,"nc","Xavier","IUPUI","H","Big East","Horizon",94,80,59,9,8,22,60,8,9,12,139.1,118.4,118.8,122.3,67.6,5.83561,331,"Quadrant 4"
"187",2024-11-08,"nc","Mississippi","Grambling St.","H","SEC","SWAC",66,64,65,10,6,18,45,5,22,20,93.6,90.7,86.8,100.4,70.5,-1.19833,333,"Quadrant 4"
"188",2024-11-08,"nc","Stanford","Cal St. Fullerton","H","ACC","Big West",80,53,53,10,9,26,40,7,14,33,126,83.4,108.2,101.8,63.5,2.77107,324,"Quadrant 4"
"189",2024-11-08,"nc","Washington St.","Bradley","H","WCC","Missouri Valley",91,74,61,14,9,33,54,7,14,21,127.6,103.8,128.9,99.9,71.3,8.61129,75,"Quadrant 2"
"190",2024-11-08,"nc","Green Bay","St. Thomas","H","Horizon","Summit",76,90,63,8,10,15,53,7,14,24,105.9,125.4,101.6,119.6,71.8,-11.7523,98,"Quadrant 3"
"191",2024-11-08,"nc","Virginia Tech","USC Upstate","H","ACC","Big South",93,74,62,12,7,30,55,5,17,13,128.8,102.5,113.3,118.3,72.2,1.96381,344,"Quadrant 4"
"192",2024-11-08,"nc","Duke","Army","H","ACC","Patriot",100,58,71,17,8,18,64,10,13,9,141,81.8,125,93.9,70.9,15.6823,293,"Quadrant 4"
"193",2024-11-08,"nc","Maryland","Mount St. Mary's","H","Big Ten","Metro Atlantic",86,52,65,15,6,30,42,6,25,20,122.2,73.9,118.4,84.8,70.4,15.7564,217,"Quadrant 4"
"194",2024-11-08,"nc","College of Charleston","South Florida","H","CAA","American",86,71,60,9,16,31,59,9,17,28,106.2,87.6,102,89.7,81,6.36439,207,"Quadrant 4"
"195",2024-11-08,"nc","Alabama","Arkansas St.","H","SEC","Sun Belt",88,79,66,14,12,44,62,8,13,36,104.1,93.5,110.2,92.7,84.5,6.81738,97,"Quadrant 3"
"196",2024-11-08,"nc","Missouri","Howard","H","SEC","MEAC",77,62,51,8,12,31,55,8,17,10,111.2,89.5,98.9,90,69.2,8.58272,295,"Quadrant 4"
"197",2024-11-08,"nc","North Carolina St.","Presbyterian","H","ACC","Big South",81,72,56,10,12,19,57,12,15,16,120.3,107,115.7,110.6,67.3,8.24346,237,"Quadrant 4"
"198",2024-11-08,"nc","San Jose St.","Pacific","N","Mountain West","WCC",67,80,62,7,7,24,59,10,12,22,92.5,110.5,87,115.9,72.4,-9.23956,310,"Quadrant 4"
"199",2024-11-08,"nc","Rhode Island","Holy Cross","H","Atlantic 10","Patriot",91,77,57,4,8,29,61,11,14,18,123.5,104.5,105.9,112.9,73.7,-1.10145,250,"Quadrant 4"
"200",2024-11-08,"nc","Radford","William & Mary","H","Big South","CAA",89,77,54,13,12,34,58,14,11,35,126.4,109.4,110.7,109.9,70.4,-0.307593,197,"Quadrant 4"
"201",2024-11-08,"nc","Cornell","Samford","H","Ivy","Southern",88,86,65,15,18,33,66,13,13,35,105.8,103.4,101.4,95.2,83.2,2.14167,95,"Quadrant 3"
"202",2024-11-08,"nc","UNC Wilmington","Georgia Southern","H","CAA","Sun Belt",92,84,50,14,12,59,59,8,14,28,119.2,108.9,111.2,123.7,77.2,-2.63248,290,"Quadrant 4"
"203",2024-11-08,"nc","UCF","Fort Wayne","H","Big 12","Horizon",75,68,59,15,13,30,65,9,13,7,104.5,94.7,94.8,91.6,71.8,0.0711893,132,"Quadrant 3"
"204",2024-11-08,"nc","Nicholls St.","South Alabama","H","Southland","Sun Belt",64,70,63,11,8,13,57,13,5,30,98.9,108.2,102.8,109,64.7,-2.24333,92,"Quadrant 3"
"205",2024-11-08,"nc","Villanova","NJIT","H","Big East","America East",91,54,56,11,5,22,50,4,12,5,150.6,89.4,133.3,113.5,60.4,12.7213,356,"Quadrant 4"
"206",2024-11-08,"nc","TCU","Florida Gulf Coast","H","Big 12","Atlantic Sun",67,51,55,12,14,14,50,5,15,9,104.7,79.7,96.9,84.2,64,3.17945,158,"Quadrant 3"
"207",2024-11-08,"nc","South Carolina","South Carolina St.","H","SEC","MEAC",86,64,64,18,13,25,67,16,10,24,120,89.3,119.1,96.7,71.6,11.0293,223,"Quadrant 4"
"208",2024-11-08,"nc","Hofstra","Iona","H","CAA","Metro Atlantic",90,76,59,12,14,24,59,15,15,30,123.6,104.4,121.3,116.5,72.8,8.21692,292,"Quadrant 4"
"209",2024-11-08,"nc","Purdue","Northern Kentucky","H","Big Ten","Horizon",72,50,51,8,13,14,57,15,13,14,115.8,80.5,115.8,88.9,62.2,12.1163,193,"Quadrant 4"
"210",2024-11-08,"nc","Mississippi St.","Georgia St.","H","SEC","Sun Belt",101,66,72,12,10,10,64,18,17,25,135,88.2,124.4,99.9,74.8,13.778,300,"Quadrant 4"
"211",2024-11-08,"nc","Santa Clara","Arizona St.","N","WCC","Big 12",74,81,66,12,9,16,53,11,15,27,105.4,115.4,116.4,109.7,70.2,-2.39262,52,"Quadrant 2"
"212",2024-11-08,"nc","Illinois","SIU Edwardsville","H","Big Ten","Ohio Valley",90,58,63,16,5,28,73,19,9,17,132,85.1,127.2,97.2,68.2,12.2844,241,"Quadrant 4"
"213",2024-11-08,"nc","South Dakota St.","Long Beach St.","H","Summit","Big West",80,79,56,9,12,24,55,9,10,27,114.9,113.5,109.4,116.9,69.6,4.09875,313,"Quadrant 4"
"214",2024-11-08,"nc","Butler","Austin Peay","H","Big East","Atlantic Sun",66,68,49,9,16,19,62,10,8,14,100.2,103.3,99.2,119.4,65.8,-2.18458,278,"Quadrant 4"
"215",2024-11-08,"nc","Cincinnati","Morehead St.","H","Big 12","Ohio Valley",83,56,55,5,4,15,56,11,10,18,133.1,89.8,121.9,98.5,62.3,13.75,306,"Quadrant 4"
"216",2024-11-08,"nc","George Washington","Hampton","H","Atlantic 10","CAA",82,54,66,13,12,17,66,16,15,16,112.6,74.1,104.6,83.4,72.8,9.56216,200,"Quadrant 4"
"217",2024-11-08,"nc","Pittsburgh","Murray St.","H","ACC","Missouri Valley",83,68,53,9,9,33,55,8,13,21,119.7,98.1,115.8,101.4,69.3,4.36883,129,"Quadrant 3"
"218",2024-11-08,"nc","UCLA","New Mexico","N","Big Ten","Mountain West",64,72,55,14,21,27,49,8,24,23,84.9,95.5,86.3,90.1,75.4,-9.36552,68,"Quadrant 2"
"219",2024-11-08,"nc","Saint Joseph's","Central Connecticut","H","Atlantic 10","Northeast",67,73,58,10,13,17,57,6,11,14,97.3,106,100.6,113.1,68.9,-2.52458,135,"Quadrant 3"
"220",2024-11-08,"nc","West Virginia","Massachusetts","H","Big 12","Atlantic 10",75,69,57,12,14,29,60,12,15,20,103.3,95,102.2,96,72.6,9.08804,266,"Quadrant 4"
"221",2024-11-08,"nc","San Diego","Boston University","H","WCC","Patriot",74,60,59,13,11,12,61,14,8,15,118.6,96.1,113.2,104.6,62.4,7.91876,273,"Quadrant 4"
"222",2024-11-08,"nc","Marquette","George Mason","H","Big East","Atlantic 10",82,63,67,14,9,26,58,12,19,15,112,86,119.7,91.8,73.2,4.80467,79,"Quadrant 3"
"223",2024-11-08,"nc","Bryant","Siena","H","America East","Metro Atlantic",88,90,58,16,23,37,70,18,19,27,105.8,108.2,103.7,115.2,74,4.8375,245,"Quadrant 4"
"224",2024-11-08,"nc","Fresno St.","Sacramento St.","H","Mountain West","Big Sky",64,57,61,14,13,19,61,9,16,2,92.8,82.6,85.6,98.3,69,-0.83375,329,"Quadrant 4"
"225",2024-11-08,"nc","Oregon","Montana","H","Big Ten","Big Sky",79,48,60,13,8,23,50,8,14,17,121.5,73.8,114.2,75.7,65,14.8361,147,"Quadrant 3"
"226",2024-11-08,"nc","Tulane","Louisiana Monroe","H","American","Sun Belt",80,64,60,10,11,26,66,17,17,16,108.9,87.1,103.8,92.9,73.5,16.7193,347,"Quadrant 4"
"227",2024-11-08,"nc","Texas","Houston Christian","H","SEC","Southland",90,59,62,9,7,13,51,8,17,17,134.1,87.9,119.5,100.7,67.1,11.4811,332,"Quadrant 4"
"228",2024-11-08,"nc","Loyola Marymount","UC Irvine","H","WCC","Big West",51,66,60,5,11,6,50,4,15,17,74,95.7,79.2,102.3,69,-12.6461,55,"Quadrant 2"
"229",2024-11-08,"nc","VCU","Boston College","N","Atlantic 10","ACC",80,55,60,14,12,29,58,17,17,29,111.5,76.6,108.5,79.4,71.8,12.2252,213,"Quadrant 4"
"230",2024-11-08,"nc","Penn St.","UMBC","H","Big Ten","America East",103,54,67,10,11,29,65,9,17,14,127.6,66.9,108.8,76.5,80.7,13.7852,260,"Quadrant 4"
"231",2024-11-08,"nc","Bowling Green","Davidson","H","Mid-American","Atlantic 10",85,91,60,7,10,25,61,10,13,28,111.7,119.6,106.3,115.2,76.1,-9.45042,110,"Quadrant 3"
"232",2024-11-08,"nc","BYU","UC Riverside","H","Big 12","Big West",86,80,62,11,10,26,58,6,12,23,116,107.9,118.3,108.4,74.1,8.31279,154,"Quadrant 3"
"233",2024-11-08,"nc","Princeton","Duquesne","N","Ivy","Atlantic 10",75,68,53,5,11,29,58,8,11,19,105,95.2,104.7,100,71.4,-2.61542,186,"Quadrant 3"
"234",2024-11-09,"nc","Merrimack","Vermont","H","Metro Atlantic","America East",65,51,61,14,12,10,57,13,17,6,101.9,79.9,102.1,92.4,63.8,5.29941,264,"Quadrant 4"
"235",2024-11-09,"nc","Kentucky","Bucknell","H","SEC","Patriot",100,72,79,22,15,16,73,12,14,6,127,91.5,127.4,107.7,78.7,14.4705,247,"Quadrant 4"
"236",2024-11-09,"nc","Bellarmine","VMI","H","Atlantic Sun","Southern",71,76,51,5,17,15,62,9,9,14,102.3,109.5,92.1,123.5,69.4,-5.22708,309,"Quadrant 4"
"237",2024-11-09,"nc","Miami OH","Wright St.","H","Mid-American","Horizon",68,81,64,11,12,13,56,7,14,18,95.3,113.5,95,107.5,71.4,-1.4444,172,"Quadrant 4"
"238",2024-11-09,"nc","San Francisco","Boise St.","H","WCC","Mountain West",84,73,55,8,11,19,60,11,7,29,122.8,106.7,127.9,101.4,68.4,5.68634,57,"Quadrant 2"
"239",2024-11-09,"nc","Baylor","Arkansas","N","Big 12","SEC",72,67,58,9,8,17,58,12,11,17,110.6,103,123.6,95.6,65.1,5.71875,40,"Quadrant 1"
"240",2024-11-09,"nc","Southern Utah","FIU","H","WAC","CUSA",80,75,46,8,24,42,69,14,15,22,98.5,92.4,101.8,100.9,81.2,2.54458,225,"Quadrant 4"
"241",2024-11-09,"nc","East Carolina","Coastal Carolina","H","American","Sun Belt",63,59,51,16,4,40,59,14,6,18,107.2,100.4,102.6,106.7,58.8,1.95667,282,"Quadrant 4"
"242",2024-11-09,"nc","Connecticut","New Hampshire","H","Big East","America East",92,53,63,15,10,25,48,5,17,20,132,76.1,112.5,104.2,69.7,6.89272,360,"Quadrant 4"
"243",2024-11-09,"nc","Lipscomb","Wofford","H","Atlantic Sun","Southern",78,69,58,11,6,18,58,11,10,10,126.5,111.9,122.4,107.2,61.7,8.21126,144,"Quadrant 3"
"244",2024-11-09,"nc","Louisville","Tennessee","H","ACC","SEC",55,77,60,13,15,13,53,12,20,11,81.8,114.6,99,103.3,67.2,-12.7118,3,"Quadrant 1"
"245",2024-11-09,"nc","Portland","UC Santa Barbara","H","WCC","Big West",53,94,66,11,11,13,68,9,8,11,73.4,130.2,79.7,122.7,72.2,-13.3344,136,"Quadrant 3"
"246",2024-11-09,"nc","Utah St.","Charlotte","H","Mountain West","American",103,74,66,16,7,27,52,10,17,22,147.9,106.3,131.5,112.1,69.6,10.5695,262,"Quadrant 4"
"247",2024-11-09,"nc","Utah Valley","UTEP","H","WAC","CUSA",89,60,48,9,19,41,57,8,14,29,115.4,77.8,118.9,80.1,77.1,13.4481,121,"Quadrant 3"
"248",2024-11-09,"nc","St. John's","Quinnipiac","H","Big East","Metro Atlantic",96,73,71,14,12,26,65,12,14,21,121.3,92.2,115.9,106.8,79.2,2.09632,203,"Quadrant 4"
"249",2024-11-09,"nc","Tulsa","Arkansas Pine Bluff","H","American","SWAC",103,80,71,16,7,29,60,9,20,10,136,105.6,115.9,116.8,75.8,12.8883,363,"Quadrant 4"
"250",2024-11-09,"nc","UC San Diego","Pepperdine","H","Big West","WCC",94,76,65,12,9,20,46,5,19,27,130.3,105.3,129.2,109.3,72.2,10.0701,192,"Quadrant 4"
"251",2024-11-09,"nc","Nevada","Washington","H","Mountain West","Big Ten",63,53,55,13,11,25,56,10,14,13,96.1,80.9,97.6,82.4,65.5,3.70528,91,"Quadrant 3"
"252",2024-11-09,"nc","Utah Tech","New Mexico St.","H","WAC","CUSA",63,75,60,11,6,29,57,15,15,24,91.9,109.3,91.9,111.2,68.6,-7.09469,176,"Quadrant 4"
"253",2024-11-09,"nc","Providence","Stonehill","H","Big East","Northeast",76,49,54,12,21,21,53,6,14,22,105.2,67.9,93.9,75.7,72.2,9.94609,268,"Quadrant 4"
"254",2024-11-09,"nc","High Point","Jackson St.","H","Big South","SWAC",80,71,42,4,18,29,54,7,12,26,113.4,100.6,117.5,109.8,70.6,12.4927,317,"Quadrant 4"
"255",2024-11-09,"nc","Houston","Auburn","N","Big 12","SEC",69,74,58,15,10,22,51,11,12,19,110.9,118.9,127.8,92.5,62.2,1.37125,1,"Quadrant 1"
"256",2024-11-09,"nc","Chicago St.","Youngstown St.","H","Northeast","Horizon",60,80,61,11,12,26,60,18,14,32,82.4,109.9,92.2,116.9,72.8,-4.37436,182,"Quadrant 4"
"257",2024-11-09,"nc","Seton Hall","Fordham","H","Big East","Atlantic 10",56,57,54,12,15,16,52,9,14,18,86.1,87.6,84,90.2,65.1,2.16583,251,"Quadrant 4"
"258",2024-11-09,"nc","La Salle","Lafayette","H","Atlantic 10","Patriot",81,60,61,15,11,26,61,5,9,15,114.5,84.8,111.5,93.6,70.7,13.5745,276,"Quadrant 4"
"259",2024-11-09,"nc","Seattle","Liberty","H","WAC","CUSA",64,66,46,6,12,24,50,7,15,19,98.1,101.2,107.4,98.4,65.2,0.587083,67,"Quadrant 2"
"260",2024-11-09,"nc","Abilene Christian","Middle Tennessee","H","WAC","CUSA",56,79,49,9,19,25,60,10,15,14,78.6,110.9,81.8,106.2,71.3,-9.74595,111,"Quadrant 3"
"261",2024-11-09,"nc","Dartmouth","Sacred Heart","H","Ivy","Metro Atlantic",81,76,58,14,14,39,63,5,13,12,105.7,99.2,100.7,100.6,76.6,4.45875,252,"Quadrant 4"
"262",2024-11-09,"nc","Arizona","Old Dominion","H","Big 12","Sun Belt",102,44,75,24,9,29,57,9,18,17,138,59.5,120.1,73.9,73.9,21.4244,346,"Quadrant 4"
"263",2024-11-09,"nc","New Orleans","Troy","H","Southland","Sun Belt",61,78,65,14,16,20,63,19,21,23,80,102.3,80.6,106.4,76.2,-14.1723,112,"Quadrant 3"
"264",2024-11-09,"nc","Marshall","Toledo","H","Sun Belt","Mid-American",80,90,72,13,9,17,59,8,9,32,105.8,119,98.9,119.3,75.6,-7.22474,202,"Quadrant 4"
"265",2024-11-09,"nc","Wichita St.","Montana St.","H","American","Big Sky",89,69,61,10,6,26,67,12,10,9,128.4,99.5,126.9,102.5,69.3,11.2738,179,"Quadrant 4"
"266",2024-11-09,"nc","UNLV","Memphis","H","Mountain West","American",74,80,58,10,10,26,56,8,13,22,104.4,112.8,114.1,102,70.9,2.26083,34,"Quadrant 2"
"267",2024-11-09,"nc","Tarleton St.","Sam Houston St.","H","WAC","CUSA",62,91,57,12,22,19,63,19,19,27,81.7,119.9,79.8,109.6,75.9,-8.8898,173,"Quadrant 4"
"268",2024-11-09,"nc","Rice","Florida St.","N","American","ACC",65,73,53,14,17,31,54,11,13,34,91,102.2,96.9,96.9,71.4,-5.11754,76,"Quadrant 2"
"269",2024-11-09,"nc","Nebraska","Bethune Cookman","H","Big Ten","SWAC",63,58,55,13,18,26,62,12,22,7,85.3,78.6,87.3,85.7,73.8,4.15917,243,"Quadrant 4"
"270",2024-11-09,"nc","Norfolk St.","James Madison","H","MEAC","Sun Belt",83,69,45,0,12,29,62,19,16,18,120,99.8,114.4,100.4,69.2,4.04821,131,"Quadrant 3"
"271",2024-11-09,"nc","Ohio","UNC Asheville","H","Mid-American","Big South",82,76,56,13,13,31,63,14,15,22,113,104.7,107.1,102.6,72.6,4.71042,211,"Quadrant 4"
"272",2024-11-09,"nc","UT Arlington","Louisiana Tech","H","WAC","CUSA",77,92,67,18,11,17,61,15,7,26,115.4,137.9,113.7,140.2,66.7,-9.17557,148,"Quadrant 3"
"273",2024-11-09,"nc","Canisius","St. Bonaventure","H","Metro Atlantic","Atlantic 10",78,87,56,8,9,12,58,15,8,24,124.7,139.1,135.5,133.4,62.5,-5.66112,51,"Quadrant 2"
"274",2024-11-09,"nc","Richmond","Marist","H","Atlantic 10","Metro Atlantic",72,79,51,8,10,31,60,11,10,17,106.8,117.2,108.4,123.8,67.4,-0.885417,195,"Quadrant 4"
"275",2024-11-09,"nc","Coppin St.","Rider","H","MEAC","Metro Atlantic",53,64,61,9,12,11,47,7,14,29,77.4,93.4,71,100.5,68.5,-6.21432,323,"Quadrant 4"
"276",2024-11-09,"nc","Longwood","Morgan St.","H","Big South","MEAC",84,66,49,7,15,33,54,10,19,20,115.7,90.9,97.1,101.4,72.6,5.37336,353,"Quadrant 4"
"277",2024-11-09,"nc","Minnesota","Nebraska Omaha","H","Big Ten","Summit",68,64,55,13,12,26,51,12,16,23,102.8,96.8,95.8,100.8,66.1,-0.07125,254,"Quadrant 4"
"278",2024-11-09,"nc","Georgetown","Fairfield","H","Big East","Metro Atlantic",69,57,57,12,18,12,60,13,17,10,100.4,82.9,85,89.2,68.7,1.95205,315,"Quadrant 4"
"279",2024-11-09,"nc","Dayton","Northwestern","H","Atlantic 10","Big Ten",71,66,46,3,14,25,56,10,16,13,103.6,96.3,108.9,96.6,68.5,-3.79966,53,"Quadrant 2"
"280",2024-11-09,"nc","Winthrop","Little Rock","H","Big South","Ohio Valley",82,67,55,21,22,42,64,14,20,23,104.5,85.4,105.1,96.8,78.4,6.68466,242,"Quadrant 4"
"281",2024-11-09,"nc","Grand Canyon","Western Kentucky","H","WAC","CUSA",74,72,60,9,12,29,61,7,16,13,96.8,94.1,99.5,99.3,76.5,-2.27042,126,"Quadrant 3"
"282",2024-11-09,"nc","Cal Baptist","Kennesaw St.","H","WAC","CUSA",88,84,62,15,8,42,60,11,17,16,118.5,113.1,114.7,117.7,74.3,1.30708,188,"Quadrant 4"
"283",2024-11-09,"nc","Kansas St.","Cleveland St.","H","Big 12","Horizon",77,64,45,7,19,26,60,18,20,16,110.8,92.1,112.8,96.2,69.5,12.3905,238,"Quadrant 4"
"284",2024-11-09,"nc","Columbia","Delaware St.","H","Ivy","MEAC",83,62,65,16,16,22,68,15,15,14,110.6,82.6,101.8,90.7,75.1,11.5521,299,"Quadrant 4"
"285",2024-11-09,"nc","Drexel","Colgate","H","CAA","Patriot",73,56,56,8,12,15,60,7,5,15,110.4,84.7,103.4,91,66.1,10.5284,283,"Quadrant 4"
"286",2024-11-10,"nc","Creighton","Fairleigh Dickinson","H","Big East","Northeast",96,70,69,17,14,25,67,9,14,14,122.7,89.4,107.9,97.4,78.3,9.19538,304,"Quadrant 4"
